place,name,dist_km,lat,lon,osm_type,osm_id
suburb,Nerva Traian,1.2,44.4203929,26.1152488,way,883863908
suburb,Nord,59.5,44.9572878,26.002586,node,8203834603
suburb,Obor,3.3,44.4499514,26.1290446,node,8867960074
suburb,Odăi,6.3,44.3931423,26.0386689,node,8864080327
suburb,Oinac,58.8,43.9052743,25.980477,node,13087745538
suburb,Ostrov,5.1,44.4490984,26.1587894,node,10942168223
suburb,Ozana,6.5,44.4152043,26.1822177,node,8865171992
suburb,Pajura,7.4,44.4821911,26.0510309,node,9037265718
suburb,Pallady,8.5,44.4077515,26.2065711,node,12147899851
suburb,Panduri,2.8,44.4266992,26.0677774,node,12122114526
suburb,Pantelimon,5.5,44.4422604,26.167889,node,9037455219
suburb,Peneș Curcanul,57.3,44.9365598,25.9995731,node,7352952229
suburb,Petrolul,54.7,44.9163857,26.0408943,node,8194567171
suburb,Petru Cercel,73.7,44.9146096,25.4708753,way,1147862415
suburb,Pictor Rosenthal,56.4,44.9329034,26.0513397,node,8195273807
suburb,Pipera,9.4,44.5073654,26.1374885,relation,17541952
suburb,Platforma Pipera,6.1,44.4809238,26.1152296,node,12122114476
suburb,Ploiești Sud,55.9,44.9268343,26.0291372,node,8224518135
suburb,Ploiești Vest (Mitică Apostol),54.4,44.9082934,25.9839383,node,2090025860
suburb,Plumbuita,5.2,44.4685292,26.1323524,way,240551838
suburb,Popești,7.5,44.3692824,26.1522162,node,12122137807
suburb,Prepeleac,73.1,44.9125139,25.4794124,way,1147860289
suburb,Primăverii,4.5,44.4663654,26.091611,node,12146365662
suburb,Principatele Unite,0.6,44.4223607,26.0982534,node,12165799570
suburb,Progresul,5.8,44.3745435,26.0953245,node,8863889488
suburb,Radu Vodă,0.5,44.4237165,26.1065149,node,12165799577
suburb,Radu cel Mare,76.4,44.9330736,25.4483556,way,1147865725
suburb,Rahova,3.9,44.406474,26.063243,node,8863889487
suburb,Regie,4.4,44.4475085,26.0552332,way,240575433
suburb,Republicii Vest I,58.4,44.9476125,26.0025685,node,8187996838
suburb,Republicii Vest II,58.0,44.9448332,26.012629,node,8188240621
suburb,Râfov,55.3,44.9224914,26.0516207,node,8195005017
suburb,Semănătoarea,5.0,44.4435216,26.0444216,node,12213646127
suburb,Smârda,59.9,43.8959934,25.9744628,node,13088510075
suburb,Străuleşti,11.5,44.511453,26.0194563,node,8865793302
suburb,Străulești Nord,11.4,44.51202,26.021747,node,12137771370
suburb,Străulești Sud,9.8,44.4953446,26.025711,node,12137243075
suburb,Sârbi,72.2,44.9103795,25.4924242,way,1147860751
suburb,Sârca,75.5,45.084494,25.8660975,node,12851018781
suburb,Sălaj,4.5,44.394586,26.0685581,node,8863889486
suburb,Sălăjan,5.2,44.4102787,26.1635432,node,8864235878
suburb,Tei,4.1,44.4620505,26.1182531,node,13334425994
suburb,Tei Toboc,5.4,44.4722212,26.1279975,node,12137281882
suburb,Teleajen,57.9,44.9470384,26.0781419,node,8932556549
suburb,Timpuri Noi,1.3,44.4193797,26.1143589,node,12165810617
suburb,Tineretului,1.6,44.4130863,26.1102921,node,12165768130
suburb,Titan,4.8,44.4246301,26.1629173,node,8865171993
suburb,Titan - Balta Albă,4.9,44.4207323,26.1630247,way,230446519
suburb,Titanul Nou,7.2,44.4102221,26.1898616,way,849831844
suburb,Traian,57.9,44.9430253,26.008215,node,8185146676
suburb,Transilvaniei,58.3,44.9482211,26.0280599,node,8212506677
suburb,Trapezului,6.6,44.4041257,26.1798252,node,8865171991
suburb,Tudor Vladimirescu,4.6,44.4167938,26.0458169,node,8864061243
suburb,Uranus,1.7,44.4222156,26.0820917,node,8864235865
suburb,Vatra Luminoasă,3.4,44.438284,26.1425849,node,8865171995
suburb,Vatra Nouă,9.2,44.5021114,26.0541958,node,8865793305
suburb,Vest I,57.2,44.9342009,25.9858545,node,8171444851
suburb,Vest II,56.8,44.9313867,25.993199,node,8170705108
suburb,Viilor,2.5,44.4059823,26.0902529,way,1312452634
suburb,Vitan,2.4,44.4141205,26.1270761,node,8864061247
suburb,Vlad Țepeș,73.8,44.9175009,25.474825,way,1147862414
suburb,Văcărești,2.8,44.4044407,26.1199852,node,12165768132
suburb,ZONA CENTRU VECHI,75.5,44.9287273,25.4593604,way,1147916264
suburb,ZONA PRIMARIEI,75.5,44.9264593,25.4558519,way,1147916862
suburb,ДЗС,71.9,43.7826208,26.0176098,node,8494947996
suburb,Кеят,65.1,43.8515939,25.9486538,node,3530867640
suburb,Старият център,65.9,43.8442988,25.9481881,node,3051804448
suburb,Студентски град,64.5,43.8541202,25.9727478,node,2991153626
suburb,Център,65.4,43.8487041,25.9534573,node,2364621109
suburb,Широк Център,66.4,43.8400116,25.9485958,node,6695539997
suburb,ж. к. Хъшове,65.9,43.8431987,25.9575553,node,2991138617
suburb,ж.к. Възраждане,64.3,43.857082,25.9673081,node,3078052764
suburb,ж.к. Възраждане - Североизток,63.8,43.8603833,25.9748317,node,3765269286
suburb,ж.к. Възраждане - Юг,64.8,43.8519706,25.9679317,node,3765260695
suburb,ж.к. Възходи,59.1,44.0483805,26.6235157,node,1712773345
suburb,ж.к. Дружба 1,67.1,43.8311741,25.9655516,node,1772996952
suburb,ж.к. Дружба 2,67.5,43.8287546,25.9593004,node,3765273266
suburb,ж.к. Дружба 3,67.5,43.8267258,25.9720696,node,1576720468
suburb,ж.к. Дунав,99.0,44.12141,27.2702167,node,3957854454
suburb,ж.к. Захарна фабрика,62.7,43.8679447,25.9941843,node,5200551817
suburb,ж.к. Здравец,65.2,43.8470395,25.9804882,node,3131779897
suburb,ж.к. Здравец-изток,64.7,43.8502917,25.9928554,node,3131779009
suburb,ж.к. Здравец-север,64.5,43.8535469,25.9821975,node,4356501379
suburb,ж.к. Мидия-Енос,67.1,43.833512,25.951944,node,2991149389
suburb,ж.к. Родина 1,65.3,43.8468451,25.9714469,node,3131776467
suburb,ж.к. Родина 2,65.8,43.8428458,25.9717396,node,3131776466
suburb,ж.к. Родина 3,66.2,43.8393795,25.9656416,node,3131765868
suburb,ж.к. Тракция,63.2,43.8643889,25.9862451,node,3085068466
suburb,ж.к. Цветница,63.8,43.8601176,25.979543,node,3765270067
suburb,ж.к. Централен южен район,66.5,43.8379599,25.9586243,node,2991138618
suburb,ж.к. Чародейка - Север,66.4,43.8369635,25.9726931,node,2918433073
suburb,ж.к. Чародейка - Юг,66.9,43.8319765,25.9774869,node,2460786909
suburb,кв. Веждата,67.0,43.8346151,25.9486872,node,2991133426
suburb,кв. Долапите,71.4,43.7970036,25.9312298,node,1776978332
suburb,кв. Дружба 2,67.4,43.8298227,25.9553093,node,2907714234
suburb,кв. Дряново,75.3,43.8081768,26.4847111,node,8494987140
suburb,кв. Новата махала,67.4,43.8308134,25.9483208,node,2991103751
suburb,кв. Образцов чифлик,68.9,43.8084686,26.0389035,node,2461752971
suburb,кв. Родина 4,66.7,43.8355836,25.9620306,node,3131746126
suburb,кв. Сарая,67.0,43.8353013,25.941963,node,2991135342
suburb,кв. Средна кула,70.2,43.8067936,25.937046,node,1776979840
suburb,кв.Албена,97.9,44.107619,27.248184,node,3957937213
suburb,кв.Изток,99.6,44.1134966,27.2746413,node,3957848924
suburb,кв.Триъгълника,100.0,44.1077884,27.2762292,node,3957846964
suburb,кв.Юг,98.3,44.1065944,27.2525721,node,3957924861
suburb,кв.Ялта,65.2,43.8493348,25.9641603,node,3206344566
town,Amara,98.4,44.6173543,27.314991,node,280740283
town,Boldești-Scăeni,67.5,45.0317528,26.0309441,node,132683655
town,Bolintin-Vale,27.5,44.4485359,25.7570673,node,140189328
town,Bragadiru,11.4,44.373512,25.9804935,node,138060394
town,Breaza,90.6,45.1810934,25.668582,node,116180847
town,Budești,36.0,44.233673,26.4660291,node,280260704
town,Buftea,19.1,44.5598204,25.9498918,node,255591401
town,Băicoi,70.1,45.0338367,25.8628394,node,60710651
town,Chiajna,9.2,44.4543941,25.9928081,way,84565091
town,Chitila,12.7,44.5059871,25.987703,node,138062116
town,Comarnic,98.0,45.2428262,25.6343171,node,60014291
town,Căzănești,75.2,44.6222417,27.010812,node,460204496
town,Fieni,95.0,45.130649,25.4195745,node,253761146
town,Fierbinți-Târg,36.1,44.6824655,26.3823791,node,460204640
town,Fundulea,32.7,44.4683693,26.5096798,node,142264008
town,Găești,70.1,44.7207093,25.3194711,node,140174166
town,Lehliu-Gară,59.5,44.4398391,26.8515342,node,142276465
town,Mihai Vodă,22.7,44.4432259,25.8176061,way,84547056
town,Mihăilești,19.3,44.3246217,25.9068881,node,140191614
town,Mizil,69.5,45.0030694,26.4437718,node,62273235
town,Măgurele,10.3,44.350196,26.0292694,node,255537074
town,Otopeni,14.0,44.5507941,26.0729271,node,462219330
town,Pantelimon,8.5,44.4518794,26.2035562,node,138067316
town,Plopeni,70.2,45.0490859,25.9532258,node,463181287
town,Pogoanele,88.8,44.9142484,26.992096,node,280741905
town,Popești-Leordeni,7.4,44.3794328,26.167695,node,2042613630
town,Pucioasa,89.4,45.0761504,25.4342663,node,140176331
town,Răcari,36.0,44.6249496,25.742872,node,344957131
town,Slănic,90.9,45.2357777,25.9399087,node,128577736
town,Titu,49.4,44.6623119,25.5738562,node,140179209
town,Topoloveni,91.0,44.8079716,25.0852836,node,135038276
town,Urlați,63.7,44.991969,26.2326827,node,160475656
town,Videle,48.7,44.274599,25.5277294,node,140162461
town,Voluntari,9.2,44.4902779,26.1772794,node,257093517
town,Vălenii de Munte,84.4,45.1846248,26.0389407,node,118279885
town,Ветово,81.4,43.7042823,26.2636455,node,273488860
town,Главиница,81.8,43.9125954,26.8351925,node,273488719
town,Две могили,94.8,43.59094,25.86909,node,273488724
town,Завет,87.3,43.7591754,26.6781225,node,273488966
town,Исперих,98.0,43.7168724,26.8301419,node,273488974
town,Китанчево,100.0,43.731869,26.8965643,way,123701557
town,Кубрат,76.9,43.7967009,26.5006777,node,273488797
town,Мартен,56.7,43.91718,26.08118,node,273814430
town,Сеново,88.7,43.6521868,26.3679089,node,1889743694
town,Ситово,85.5,44.0256754,27.0181825,node,273488949
town,Сливо поле,54.3,43.9438354,26.2060525,node,273488838
town,Тутракан,58.9,44.04596,26.6162765,node,1734063409
town,Цар Калоян,91.9,43.6065651,26.2412415,node,273488679
village,1 Decembrie,15.8,44.287961,26.0600518,node,254749496
village,Adunați,85.2,44.451971,25.029325,node,422881104
village,Adunații-Copăceni,19.8,44.2533521,26.048451,node,255506810
village,Adânca,67.4,44.9220269,25.6101326,node,448219624
village,Adâncata,46.2,44.7686348,26.4345592,node,460204614
village,Afumați,15.9,44.524683,26.2494303,node,143584662
village,Albeni,67.0,44.3974515,25.2601496,node,463189985
village,Albești,82.7,44.539329,27.1331614,node,150584296
village,Albești-Muru,58.1,44.9432551,26.210794,node,150583617
village,Albești-Paleologu,59.5,44.9541225,26.2294031,node,118249330
village,Albinari,87.2,45.2100331,26.1550916,node,462587705
village,Albotele,95.8,44.892822,25.0841451,node,422881121
village,Alexandru Odobescu,80.5,44.2674674,27.0901695,node,429636493
village,Alexeni,55.8,44.6796571,26.7106387,node,460204616
village,Aluniș,96.7,45.0877506,25.3073868,node,448215317
village,Alunișu,10.4,44.3390364,26.0574838,node,255536583
village,Amara Nouă,99.7,44.6173331,27.3315362,node,280741918
village,Amaru,67.7,44.9278922,26.5899047,node,280755635
village,Andrășești,84.3,44.5756258,27.1448036,node,460204472
village,Anghelești,38.0,44.3371539,25.6415905,node,460201607
village,Aninoasa,80.4,44.972347,25.4354695,node,264113889
village,Aninoșani,99.3,45.0690038,25.2295871,node,448216084
village,Antofiloaia,48.5,44.8622307,26.1417966,node,463179139
village,Antonești,80.9,44.1166426,25.1831946,node,463189467
village,Apostolache,79.1,45.128754,26.2615013,node,462585440
village,Aprozi,36.5,44.2659759,26.5020335,node,448341765
village,Arcanu,83.6,44.8366749,26.9884751,node,447936818
village,Ariceștii Rahtivani,61.7,44.9473974,25.8337032,node,462586618
village,Ariceștii Zeletin,88.3,45.2194126,26.1805169,node,462587675
village,Arioneștii Noi,63.0,44.9889627,26.1989445,node,462259433
village,Arioneștii Vechi,63.7,44.9935832,26.2211309,node,462259442
village,Armășești,52.3,44.7470928,26.5861721,node,460204617
village,Arva,59.3,44.9584233,26.1608854,node,463180819
village,Arțari,47.5,44.5661173,26.668222,node,448350108
village,Atârnați,88.1,45.1168668,26.6510785,node,9810408149
village,Axintele,56.2,44.612495,26.7614141,node,460204621
village,Baba Ana,66.7,44.9684977,26.4635062,node,462587765
village,Babaroaga,73.4,44.5473499,25.1931554,node,422880859
village,Baciu,53.4,44.3313901,25.4435571,node,463189265
village,Balaci,94.1,44.3389242,24.924152,node,586082243
village,Balaciu,67.6,44.6355862,26.9030563,node,460204474
village,Baldovinești,83.5,44.3395199,25.0588791,node,463189496
village,Baloteasca,82.5,44.7573429,25.169484,node,422880813
village,Balotești,21.3,44.6183933,26.0871637,node,242536302
village,Balta Doamnei,37.3,44.7585081,26.1745283,node,462588467
village,Balta Neagră,34.1,44.6972832,26.3048166,node,462213548
village,Banov,60.5,44.4449195,25.3403364,node,463189863
village,Bechinești,46.3,44.7904414,25.8187611,node,448219563
village,Beiu,80.2,43.8740977,25.4557941,node,463190043
village,Bela,91.5,45.1002239,25.43631,node,304660144
village,Belciug,45.1,44.8188975,26.2480122,node,462602525
village,Belciugatele,27.0,44.4859126,26.4327352,node,448226947
village,Beleți,96.5,44.9066622,25.0860524,node,422879975
village,Bentu,99.0,45.0675377,26.9720426,node,447932409
village,Berceni,56.2,44.9316038,26.1216989,node,181501344
village,Berevoești,93.6,45.117335,25.4233662,node,448211594
village,Bertea,91.2,45.2304217,25.8690982,node,462592022
village,Beuca,92.4,44.2519989,24.9663685,node,463189535
village,Bezdead,92.7,45.1518173,25.5221459,node,304665156
village,Bighilin,63.4,44.9965492,26.1152976,node,462256112
village,Bila,34.9,44.1698023,25.8513099,node,460202704
village,Bilciurești,41.7,44.7399655,25.8130467,node,448215967
village,Bițina-Pământeni,35.6,44.6075628,26.4728534,node,460204647
village,Bițina-Ungureni,36.0,44.6056836,26.4812005,node,460204648
village,Blejești,52.0,44.2924682,25.47568,node,463189264
village,Blejoi,63.2,44.9918512,26.0116284,node,178918877
village,Blidari,75.3,44.8169755,25.325577,node,448216124
village,Bobicești,85.0,45.1913967,26.0960837,node,463178775
village,Boboci,69.6,44.7984315,25.3954447,node,448218084
village,Bobolia,79.3,45.0921009,25.7409791,node,175757467
village,Bodești,93.3,45.2649746,26.1592529,node,463178716
village,Bogata,84.2,44.2063768,27.1153869,node,284205556
village,Bogați,90.9,44.8681584,25.1350694,node,422880037
village,Bogdana,82.2,44.4298141,27.1379105,node,448203478
village,Bogdănești,79.6,45.1423176,26.06793,node,462617700
village,Boldești,60.4,44.8656301,26.551739,node,462592370
village,Bolintin-Deal,22.3,44.4527006,25.8244599,node,255588247
village,Bolovani,49.8,44.7251953,25.6343221,node,448216746
village,Bordenii Mari,75.9,45.0895083,25.869638,node,463179310
village,Bordenii Mici,74.7,45.0775156,25.8667362,node,463179669
village,Bordușelu,76.1,44.5580737,27.0435942,node,395376395
village,Borănești,47.7,44.6608376,26.6071236,node,2729686674
village,Boteni,45.9,44.6649538,25.6292435,node,448216306
village,Botoroaga,54.1,44.1469825,25.5465959,node,280246026
village,Bozieni,71.4,45.0449897,26.3475629,node,1605963530
village,Boșilcești,83.3,45.1521993,25.8405732,node,463180582
village,Boșneagu,69.1,44.2372627,26.930198,node,448203412
village,Boțârcani,93.0,44.8487113,25.0880401,node,422879745
village,Bragadiru,87.4,43.7645693,25.5128957,node,280239249
village,Braniștea,51.5,43.9662674,26.0368679,node,261720339
village,Brazii,42.5,44.7613155,26.3609455,way,74495007
village,Brazii de Jos,47.5,44.8500951,26.0226446,node,181619944
village,Brazii de Sus,48.0,44.8535583,26.0146552,node,181623678
village,Breaza,81.3,45.0912678,26.5328048,node,447930770
village,Breaza de Jos,89.4,45.1712535,25.6757139,node,462257416
village,Breaza de Sus,92.8,45.1987192,25.6556646,node,462257426
village,Brebina,94.7,44.1670698,24.9694719,node,342272260
village,Brebu,88.0,45.1825203,25.769463,node,7931941492
village,Brebu Megieșesc,86.3,45.1671131,25.7747641,node,462593451
village,Brebu Mânăstirei,89.0,45.1898923,25.7617392,node,462592858
village,Brezoaele,32.6,44.5758132,25.7478265,node,460188838
village,Brezoaia,30.5,44.5627679,25.7686767,node,420785207
village,Broșteanca,98.2,43.9410513,25.0740292,node,463189268
village,Broșteni,92.3,45.1234331,25.466763,node,304667286
village,Brânceni,83.0,43.877896,25.3973676,node,280240308
village,Brâncoveanu,49.2,44.6075954,25.535486,node,448222688
village,Brădeanca,99.2,45.1941013,26.7430433,node,447937610
village,Brădeanu,81.8,44.9261946,26.8616832,node,369506185
village,Brăgăreasa,79.2,44.8240295,26.9328917,node,447936824
village,Brănești,18.8,44.4575618,26.33501,node,255315342
village,Brăniștari,27.9,44.1776949,26.0565924,node,255559564
village,Brătești,44.0,44.7995533,25.9144258,node,463180358
village,Brăteștii de Jos,62.8,44.8207465,25.533877,node,460187395
village,Brătășanca,60.9,44.934056,25.8108212,node,462607076
village,Brătășani,70.3,44.2388012,25.2589438,node,463190116
village,Buchilași,49.9,44.8742886,26.1433367,node,463179159
village,Buciumeni,17.2,44.5467701,25.9665653,node,247730222
village,Bucov,60.9,44.9742347,26.0815363,node,118247625
village,Bucșani,60.8,44.8673575,25.6473653,node,448216031
village,Buda,44.7,44.8245411,26.1829954,node,178540260
village,Buda Crăciunești,86.7,45.1808208,26.3830846,node,447931732
village,Budeni,26.2,44.191369,26.1130434,node,255505604
village,Budișteni,85.9,44.8039094,25.1557668,node,422880785
village,Buești,87.0,44.5447311,27.1872935,node,460204427
village,Bughea de Jos,84.0,45.1797405,26.0197507,node,462259772
village,Bughea de Sus,86.6,45.2018286,25.9933809,node,463180560
village,Bujoi,92.2,44.893691,25.1393243,node,422880019
village,Bujoreanca,37.7,44.7304707,25.8906567,node,255593462
village,Bujoreni,50.2,44.1173754,25.6439502,node,280245355
village,Bujoru,90.6,43.710216,25.5625561,node,262489179
village,Bulbucata,28.2,44.2811086,25.812051,node,255561924
village,Bumbuia,73.8,44.7890167,25.3215088,node,448212327
village,Bungetu,65.7,44.8520889,25.5262082,node,460187469
village,Burdea,95.7,44.4491119,24.8981339,node,422880163
village,Burdeni,92.1,44.3703261,24.9456859,node,463189258
village,Burdești,96.5,44.7214536,24.9562859,node,422881349
village,Burduca,65.4,44.7423917,25.4052938,node,448218108
village,Buriaș,35.4,44.7330364,25.9805273,node,462214538
village,Buta,81.1,44.6262285,25.1184394,node,422881052
village,Butculești,85.7,44.2172784,25.0660391,node,342279253
village,Butești,57.5,44.3905186,25.3802593,node,463189998
village,Butimanu,33.8,44.6928675,25.8959916,node,255592099
village,Butoiu,63.4,44.6484423,26.8393907,node,460204535
village,Butoiu de Jos,80.3,44.8380521,25.2675876,node,448219671
village,Butoiu de Sus,80.6,44.8604092,25.2864627,node,367013491
village,Butuci,84.3,45.1579802,26.3847579,node,463180201
village,Buturugeni,22.2,44.3664136,25.8361692,node,255578528
village,Buzescu,83.8,44.010819,25.2254689,node,304679483
village,Buzoeni,56.3,44.4140155,26.8107781,node,448203606
village,Buzoești,95.5,44.5811287,24.9181545,node,422880195
village,Buzota,77.7,45.1180726,26.2421456,node,462585794
village,Buștenari,82.2,45.1412423,25.8330797,node,132593210
village,Bâcu,17.9,44.4823835,25.8906652,node,246497769
village,Bâldana,32.3,44.6027226,25.7789929,node,460192328
village,Bântău,84.6,44.8188271,25.1866139,node,422880782
village,Bâra,37.3,44.747976,26.2401537,node,462588957
village,Bârlogu,84.0,44.626576,25.0806552,node,422881028
village,Bârloi,91.4,44.8787572,25.1374142,node,422880033
village,Bâscenii de Jos,92.7,45.2467552,26.3164616,node,414851491
village,Bâscenii de Sus,93.9,45.2628489,26.2700484,node,414851498
village,Bâscoveni,62.4,44.2444352,25.3599826,node,463189627
village,Băbăița,64.4,44.1614995,25.3833103,node,463189260
village,Băcești,83.8,45.0801358,25.5746756,node,460186772
village,Bădeni,82.8,45.0985477,26.5544207,node,447930774
village,Bădila,98.7,45.2662012,26.5107666,node,447935725
village,Bădulești,75.6,44.7605777,25.270044,node,448217596
village,Băila,87.1,44.8032523,25.1370185,node,422880783
village,Bălaia,86.9,45.0132154,26.8304809,node,447936901
village,Bălanu,58.3,43.9192207,25.9191908,node,460202715
village,Băleni-Români,56.3,44.8192801,25.6536866,node,448215250
village,Băleni-Sârbi,57.3,44.8263034,25.6445544,node,448215296
village,Bălteni,41.9,44.6648839,25.6933948,node,448216278
village,Băltița,49.6,44.8356369,25.8513377,node,462626457
village,Băltăreți,81.6,45.0610667,26.6224839,node,447937165
village,Bălăceanca,15.3,44.3931451,26.289883,node,255525442
village,Bălănești,39.7,44.68003,25.7484752,node,460184710
village,Bălănoaia,54.5,43.9519389,25.9318042,node,442897603
village,Bălțești,75.8,45.1084609,26.1274566,node,155399304
village,Băneasa,42.4,44.046659,26.0680918,node,283701414
village,Bănești,79.7,45.1009898,25.7605909,node,175752147
village,Bărbuceanu,34.2,44.7049074,25.9193147,node,460189190
village,Bărbulești,51.5,44.7262928,26.5992945,node,460204618
village,Bărbulețu,99.1,45.1158815,25.3071474,way,74662119
village,Bărbuncești,97.1,45.2258586,26.6003772,node,447936947
village,Bărbătescu,59.0,44.6106589,26.8001799,node,460204622
village,Bărcănești,49.2,44.6427238,26.6442468,node,460204624
village,Bărzila,79.4,45.1398541,26.1482542,node,463178617
village,Bărăceni,52.8,44.5452844,25.4578537,node,448216522
village,Bărăitaru,52.1,44.8617826,26.3478273,node,369491406
village,Bărăști,91.7,45.2270631,26.3829386,node,447931726
village,Bătești,46.8,44.8454117,26.0429479,node,181626785
village,Bătrâni,98.6,45.3126678,26.1532532,node,303175881
village,Calomfirești,82.1,43.9168603,25.3571988,node,280240621
village,Calvini,92.9,45.2518405,26.2915841,node,414851493
village,Cap Roșu,73.5,45.0481281,25.7864197,node,462611015
village,Caragele,95.7,44.9806836,27.0298809,node,369767332
village,Carapancea,47.8,44.0999858,25.7116194,node,280245498
village,Cartierul Dâmbu,55.4,44.9241398,26.071245,node,462255105
village,Cartojani,48.6,44.4322081,25.4899414,node,460202688
village,Casota,67.7,44.8518334,26.7147844,node,447932565
village,Catanele,96.7,44.8001531,24.9993054,node,422880223
village,Cazaci,60.2,44.8015407,25.5537129,node,448222480
village,Ceacu,93.1,44.2656731,27.2513243,node,442891830
village,Ceaușești,97.1,44.7525698,24.9644323,node,422880990
village,Ceptura de Jos,68.3,45.0203734,26.326321,node,462594235
village,Ceptura de Sus,70.0,45.0389385,26.3106312,node,462594308
village,Cerașu,99.8,45.32374,26.042104,way,74663486
village,Cernetu,77.6,43.9054357,25.455955,node,280241216
village,Cernești,93.0,45.2616944,26.0279988,node,462621489
village,Cernica,14.3,44.417714,26.2817239,node,174734777
village,Cervenia,83.6,43.8331337,25.4597777,node,280238450
village,Cerșani,97.6,44.7196647,24.9411273,node,422881323
village,Cetatea,80.9,44.1323357,25.1735773,node,342251150
village,Cetatea Veche,61.7,44.135111,26.7625546,node,442893180
village,Cetățuia,79.7,43.7576749,25.7437874,node,460202380
village,Cherba,65.1,44.9964202,26.2909372,node,249179552
village,Cheșnoiu,49.1,44.8397821,25.8821278,node,255595957
village,Chiajna,10.5,44.4588774,25.9778979,node,255652703
village,Chiciu,98.8,44.1343993,27.2749248,node,2360853964
village,Chiojdeanca,82.2,45.1565103,26.2694904,node,462595472
village,Chirca,63.6,44.6841046,25.3849974,node,448222116
village,Chirculești,23.2,44.2640273,25.920568,node,255561252
village,Chiriacu,49.2,44.0503633,25.7772567,node,460202571
village,Chirițești,94.8,44.7145568,24.9763975,node,422881327
village,Chirnogi,51.9,44.1092568,26.5796339,node,283700352
village,Chiroiu-Pamânteni,37.2,44.5976107,26.5057868,node,460204633
village,Chiselet,66.3,44.1702855,26.8551895,node,283709366
village,Chițești,90.3,44.862303,25.1397875,node,422880084
village,Chițorani,60.5,44.9703467,26.1231671,node,462256117
village,Ciobănoaia,93.9,45.1588669,26.695961,node,447933562
village,Cioceni,55.3,44.9075083,26.2823877,node,462584682
village,Ciochina,78.2,44.5979187,27.0586914,node,395376294
village,Ciocrac,90.3,45.2384857,26.0734242,node,462600969
village,Ciocârlia,61.5,44.7987417,26.6771133,node,280758201
village,Ciocănari,31.7,44.6976403,25.9764349,node,460191978
village,Ciocănești,26.9,44.6029502,25.8696471,node,246611129
village,Ciofliceni,28.5,44.6830803,26.1184729,node,288148690
village,Ciolcești,82.6,44.7986978,25.1989046,node,422880784
village,Ciolpani,33.2,44.7253907,26.1052156,node,278654151
village,Ciolănești,81.9,44.3168017,25.0837263,node,2804059292
village,Ciolăneștii din Deal,81.7,44.3048589,25.0891305,node,463189491
village,Ciolăneștii din Vale,80.8,44.2962253,25.1032266,node,463189497
village,Cioranca,79.0,44.9875282,26.7162662,node,280754004
village,Cioranii de Jos,50.2,44.8207165,26.4128341,node,462595676
village,Cioranii de Sus,51.4,44.8396439,26.3954507,node,462595751
village,Ciorogârla,17.4,44.443014,25.8849934,node,255587749
village,Cireșanu,69.6,44.9819362,26.5105623,node,369495233
village,Cireșu,92.2,44.7607978,25.0364791,node,422880220
village,Cislău,93.6,45.2454788,26.376255,node,264363682
village,Ciulnița,85.2,44.7877932,25.153781,node,422880787
village,Ciupa-Mănciulescu,80.8,44.7018909,25.1588716,node,422881099
village,Ciupelnița,47.7,44.8449832,26.2348379,node,462603671
village,Ciuperceni,58.8,44.3176027,25.3786112,node,463189508
village,Ciurari,86.2,44.2545415,25.0456911,node,463189955
village,Ciurari-Deal,51.9,44.4310796,25.4491793,node,463189635
village,Ciuta,98.5,45.2615253,26.5224895,node,447933399
village,Clejani,34.1,44.3181344,25.7015682,node,460201770
village,Clinceni,13.9,44.3786841,25.9412002,node,255583591
village,Clondiru,80.6,45.0535579,26.6157176,node,447937174
village,Clondiru de Sus,84.1,45.0987015,26.5913721,node,447935682
village,Clănița,63.4,44.195774,25.3739667,node,463189261
village,Clătești,50.6,44.1431645,26.6001202,node,448226919
village,Coada Izvorului,63.1,44.6377923,25.3631079,node,448212486
village,Coada Malului,77.6,45.1228435,26.0338512,node,462623985
village,Cobiuța,74.3,44.8067146,25.3297448,node,448216135
village,Cocani,27.8,44.6284761,25.8947208,node,460190907
village,Coconi,65.0,44.2421525,26.8780692,node,283709579
village,Cocora,82.2,44.7374658,27.0446244,node,280741943
village,Cocorăștii Caplii,76.4,45.0691483,25.7590623,node,175771928
village,Cocorăștii Colț,48.1,44.8340304,25.8991062,node,255596021
village,Cocorăștii Grind,50.1,44.8469172,25.875045,node,462627485
village,Cocorăștii Mislii,74.3,45.0832958,25.9252396,node,462596161
village,Cocoșești,64.9,45.0047451,25.9865702,node,462256206
village,Cojasca,38.5,44.7241333,25.8524938,node,448216193
village,Cojești,25.0,44.4959504,26.402406,node,448227002
village,Cojocaru,64.4,44.6944118,25.3811743,node,448222121
village,Cojoiu,88.8,45.112339,25.5251923,node,460188202
village,Colacu,38.3,44.6689451,25.7588113,node,460184769
village,Colanu,72.6,44.8933713,25.4607416,node,448211046
village,Colceag,61.0,44.9436928,26.3603296,node,462597040
village,Colelia,80.7,44.761193,27.0074634,node,460204506
village,Colibași,25.3,44.2082663,26.1929968,node,255494859
village,Colțu,93.3,44.4939457,24.9303936,node,422881422
village,Colțu de Jos,46.8,44.825328,25.9109253,node,462627804
village,Colțăneni,71.2,44.9251836,26.6675647,node,447933712
village,Comana,28.4,44.1730598,26.1439927,node,255499189
village,Comișani,64.0,44.8708549,25.587844,node,448216250
village,Comoara,58.8,44.1130285,25.5076697,node,463189601
